date,tavg,tmin,tmax,prcp,wdir,wspd
2024-01-02 0:00:00,-0.5,-2.4,3.1,0,237,30.5
2024-01-03 0:00:00,1.1,-0.3,3.3,0.3,249,23.5
2024-01-04 0:00:00,-4.2,-7.5,0.1,0,318,24.1
2024-01-05 0:00:00,-1.8,-3.8,0.5,0,245,25.5
2024-01-06 0:00:00,-0.2,-2.5,1.5,2.5,91,25.3
2024-01-07 0:00:00,-1.5,-3.8,1,1.6,327,14.8
2024-01-08 0:00:00,-0.1,-3.5,3.5,0,292,11.2
2024-01-09 0:00:00,2,0.7,4.7,23.7,95,33.5
2024-01-10 0:00:00,2,-0.7,5.8,1.8,246,40.8
2024-01-11 0:00:00,0.8,-0.4,2.1,3.8,243,20.2
2024-01-12 0:00:00,0.3,-3.5,2.7,8,68,30.2
2024-01-13 0:00:00,0.5,-4.8,5.9,3.6,220,45
2024-01-14 0:00:00,-6.2,-11,-3.7,0,246,46
2024-01-15 0:00:00,-11.5,-13.9,-9,0,247,32
2024-01-16 0:00:00,-9.8,-11.2,-7.3,1.2,260,23
2024-01-17 0:00:00,-11.1,-14.5,-7.6,0,249,36.7
2024-01-18 0:00:00,-6.6,-9.5,-3.9,0.1,264,25.7
2024-01-19 0:00:00,-10.4,-14.1,-7.5,0,349,22.6
2024-01-20 0:00:00,-11.1,-14.7,-7.2,0,312,23.1
2024-01-21 0:00:00,-6.3,-9.8,-1.5,0,280,19.2
2024-01-22 0:00:00,-3.2,-7.6,-0.4,0,231,31.8
2024-01-23 0:00:00,-0.5,-2.7,0.7,6.7,124,15
2024-01-24 0:00:00,1.4,0.9,2.2,9.6,70,11.3
2024-01-25 0:00:00,1.9,0.6,3.7,0,37,12.7
2024-01-26 0:00:00,3,1.2,6.2,26.4,8,21.7
2024-01-27 0:00:00,1.9,-1.4,5.8,0,354,9.9
2024-01-28 0:00:00,2.1,1.3,3.6,1.4,29,21
2024-01-29 0:00:00,0.8,-2.4,4.7,0,314,15.8
2024-01-30 0:00:00,0.7,-3.4,2.9,0,149,18.4
2024-01-31 0:00:00,1.5,-1.9,4.7,0,276,14.9
2024-02-01 0:00:00,2.9,1.3,5.8,0,254,22.6
2024-02-02 0:00:00,0.2,-2.3,2.7,0,349,21.3
2024-02-03 0:00:00,-2.1,-5.4,2.1,0,347,9.4
2024-02-04 0:00:00,-0.7,-4.8,5.2,0,321,10.7
2024-02-05 0:00:00,-0.2,-4.2,4.3,0,33,13.4
2024-02-06 0:00:00,-1.3,-3.9,2.4,0,75,13.5
2024-02-07 0:00:00,0.4,-2.5,4.3,0,104,8.9
2024-02-08 0:00:00,1.9,-1.5,5,0,90,12.6
2024-02-09 0:00:00,7.2,2.8,11.3,0.5,211,27.9
2024-02-10 0:00:00,4.6,-0.4,9.4,0.2,263,18.5
2024-02-11 0:00:00,0.2,-1.9,4.1,0,271,14.5
2024-02-12 0:00:00,-0.2,-2.6,3.3,0,234,12.3
2024-02-13 0:00:00,-1.1,-3.9,5.2,0.2,312,19.5
2024-02-14 0:00:00,-4.3,-7.3,0.8,0,324,16.1
